Title,Content,Number of Words,Category,Date Published,Link
Keith Brown defends SNP record on transparency, ,683,uk,2023-04-23T20:43:30.000Z,https://www.bbc.com/news/uk-scotland-65369248
Diane Abbott suspended as Labour MP after racism letter," Diane Abbott has been suspended as a Labour MP pending an investigation into a letter she wrote about racism to the Observer, the party has said. The politician said ""many types of white people with points of difference"" can experience prejudice, in a letter published on Sunday. But they are not subject to racism ""all their lives"", she said. She later tweeted to say she was withdrawing her remarks and apologised ""for any anguish caused"". Labour said the comments were ""deeply offensive and wrong"". Suspending the whip means Ms Abbott will not be allowed to represent Labour in the House of Commons, where she will now sit as an independent MP. The BBC has approached Ms Abbott for comment. In the letter, she wrote that Irish, Jewish and Traveller people ""undoubtedly experience prejudice"", which she said is ""similar to racism"". She continued: ""It is true that many types of white people with points of difference, such as redheads, can experience this prejudice. ""But they are not all their lives subject to racism. ""In pre-civil rights America, Irish people, Jewish people and Travellers were not required to sit at the back of the bus. ""In apartheid South Africa, these groups were allowed to vote. ""And at the height of slavery, there were no white-seeming people manacled on the slave ships."" She had been responding to a comment piece in the Guardian questioning the view that racism ""only affects people of colour"". Ms Abbott's letter prompted a backlash, including from the Board of Deputies of British Jews, which described it as ""disgraceful"" and her apology ""entirely unconvincing"". The group had urged Labour leader Sir Keir Starmer to remove the whip. In her apology, the MP for Hackney North and Stoke Newington said ""errors"" arose in an initial draft that was sent. She continued: ""But there is no excuse, and I wish to apologise for any anguish caused. ""Racism takes many forms, and it is completely undeniable that Jewish people have suffered its monstrous effects, as have Irish people, Travellers and many others."" Labour MP Dame Margaret Hodge, who is Jewish, called the letter ""deeply offensive and deeply distressing"". She backed the suspension of the whip, tweeting: ""No excuses. No delays. ""The comments will be investigated and she has been immediately suspended."" The Jewish Labour Movement - an organisation of Labour-supporting Jewish members - said it ""regretfully"" supported the party's decision. It tweeted: ""Diane Abbott is one of the most respected people in the Labour Party as an activist who overcame racism and prejudice to become Britain's first black woman MP. ""We should be unified in our struggle against racism, not divided against one another. ""A hierarchy of racism only divides communities and assists the racists."" The recent history of the Labour Party means that any comment which seems to downplay the experiences of Jewish people is toxic, especially when it comes from a prominent figure associated with the Jeremy Corbyn era. Under his leadership, concerns that antisemitism was on the rise culminated in the party being investigated by the Equality and Human Rights Commission (EHRC) and being found to have acted unlawfully. Mr Corbyn is still suspended from the parliamentary party after comments he made that suggested the scale of the problem had been overstated. Ms Abbott served as shadow home secretary in Mr Corbyn's cabinet between 2016 to 2020. The Jewish Voice for Labour group, which has consistently supported Mr Corbyn, said Ms Abbott's letter should have been ""drafted with more care"", but added it was ""no ground for suspension from the Labour Party"". It added that Ms Abbott's suspension ""is yet a further attack on our freedom to debate very important issues in the Labour party. Her original letter was not antisemitic and the way some critics have rounded on her as if it were is cynical and unhelpful"". A spokesperson for Friends, Families and Travellers said: ""Diane Abbott's letter accurately demonstrates the constant erasure of Irish Traveller, Romany Gypsy and Roma people's daily experiences of racism and discrimination. ""The letter is utterly inexcusable, and we condemn it in the strongest possible terms. ""We welcome the Labour Party's swift response and call on all parties and government to review their anti-racism strategies, to ensure everyone can live free from racist hate."" A Labour Party spokesman said: ""The Labour Party completely condemns these comments, which are deeply offensive and wrong. ""The chief whip has suspended the Labour whip from Diane Abbott pending an investigation."" The party declined to comment on when an investigation would begin, or who would lead it. Labour Mayor of London Sadiq Khan called the comments ""simply unacceptable"" during St George's day celebrations at Trafalgar Square in London. He said: ""There is no place in our society, let alone the Labour Party, for anybody with these comments - Labour Party, Keir Starmer has done the right thing by suspending Diane Abbott. ""It's really important that everyone understands that there is no hierarchy when it comes to racism. Racism is racism - whether it's against Jewish people, travellers or anybody else"". Sir Keir promised tough action to ""root out"" antisemitism when he became leader in 2020. It took years before the EHRC said in February that it was now satisfied with Labour's action on the issue. ",877,uk,2023-04-23T17:04:01.000Z,https://www.bbc.com/news/uk-politics-65365978
CBI rape allegations shocking says Labour shadow minister," Allegations of rape and sexual assault at the CBI are ""absolutely shocking"", a Labour shadow minister said as firms continue to cut ties with the lobby group. Dozens of firms have said they are leaving the group or pausing their membership due to the allegations. The CBI has said it is suspending key activities until June while it seeks to ""refocus"". But some business leaders have said the CBI's brand could be ""beyond repair"". The lobbying group has been rocked by the allegations, with a second woman claiming she was raped by CBI colleagues in a Guardian article on Friday. The police were investigating an alleged rape at a CBI summer party in 2019 before the Guardian reported the second incident. There have also been allegations of other sexual misconduct. On Sunday, Labour's shadow work and pensions secretary Jonathan Ashworth stopped short of calling for the group to be disbanded, instead saying it needed ""root and branch"" reform. ""The revelations, the stories, have just been absolutely shocking, haven't they?"" he said. ""I feel for the people who have been victims."" He added there are ""clearly deep-rooted problems"" at the group and it needs a ""root and branch review and reform process"". Both the government and the Labour Party have cut ties with the CBI for now. A waves of firms has withdrawn support from the lobbying group. Firms that have quit include: John Lewis, BMW, Virgin Media O2, Vodafone, insurers Aviva, Zurich and Phoenix Group, banking firm Natwest, payments company Mastercard; B&Q owner Kingfisher; media firm ITV; insurance marketplace Lloyds of London; investment firm Schroders; auditor EY; catering giant Compass; consultants Accenture; and outsourcing giant Capita. The Association of British Insurers and the British Insurance Brokers' Association have also left, as has Energy UK, which represents energy suppliers. Organisations that have suspended membership include: pharmaceutical giants GSK and AstraZeneca; airports operator Heathrow; retailers Tesco, Sainsbury's, Asda, and Marks & Spencer; banking group Santander; National Grid, Octopus Energy and Scottish Power; drinks giant Diageo; Rolls Royce; Unilever; BT; property company British Land; accountancy giant PwC; Manpower Group; British Beer and Pub Association; Shell and BP; Nissan; Royal Mail; Uber; Facebook owner Meta; Paddy Power owner Flutter Entertainment; Nurofen maker Reckitt; British American Tobacco; and FTSE 100 hotel group IHG which owns Holiday Inn. The CBI - which employs more than 300 people - said on Friday it would suspend key activities and launch a review of its future role. Andy Wood, the boss of brewer Adnams, told the BBC on Saturday the CBI brand was probably ""beyond repair"", and it would have to ""reinvent itself root and branch"". ",437,business,2023-04-23T16:34:37.000Z,https://www.bbc.com/news/business-65364950
"SNP most transparent party in Scotland, Keith Brown says"," The SNP is the most transparent party in Scotland, according to its deputy leader Keith Brown. The former minister made the remark as he defended his party's record amid internal turmoil and a police investigation into finances. He also said the SNP membership has increase by more than 700 since last month. Scottish Conservative chairman Craig Hoy said Mr Brown was ""living in a parallel universe"". Last month Peter Murrell resigned as the SNP's chief executive after taking responsibility for misleading the media about party membership numbers. Treasurer Colin Beattie also stepped down. Both had been arrested and released without charge as part of the Police Scotland probe. Mr Brown pointed to how the SNP's new leader Humza Yousaf had ordered a governance and transparency review. ""So action has been taken to make sure that we meet these internal challenges,"" he told BBC Scotland's Sunday Show. ""And in the meantime, we are one of the most transparent parties in the UK. You will have a very good idea of what the SNP membership is."" He continued: ""We are a more transparent, more successful party than any other party in Scotland. We have to increase that transparency. ""It is my ambition and I know that it is Humza's to make sure we are the most transparent party in Scotland and that we set the standard for transparency and shame the other parties."" The SNP's deputy leader also pointed to Scottish Labour and Conservative politicians declining to say how many members the parties have. Mr Brown said SNP membership had risen over the past two to three months, based on reports from SNP branches on social media. ""We've seen upticks in membership across the country,"" he told the Sunday Show. ""We've seen upticks in terms of donations."" The former minister added: ""And I would also just balance that by saying yes, we have lost members as well, but the balance is showing an increase in membership."" In March the SNP confirmed their membership figure had fallen to 72,000 - a loss of 32,000 in two years. Later on Sunday Mr Brown told BBC Scotland that the figure has increase by 738 since 24 March, three days before Mr Yousaf was named as leader. On Saturday, the SNP appointed MP Stuart McDonald as treasurer until the party's next annual conference. He said he would work with Mr Yousaf ""to improve the SNP's governance and transparency"". A key task for the new treasurer will be appointing auditors after accountants Johnston Carmichael, which worked with the SNP for more than a decade, resigned around September. The party's accounts are due to be filed to the Electoral Commission in July. In an earlier interview with Sky News, Mr Brown said he had not been notified until recently that the auditors had quit. Scottish Conservative chairman Craig Hoy claimed the SNP ""is addicted to secrecy"". He told the Sunday Show: ""It was bizarre to hear Keith Brown saying the SNP is one of the most transparent political parties in the UK. ""I mean he's living in a parallel universe there."" Asked to reveal how many members Scottish Labour has, MSP Daniel Johnson told the Sunday Show ""the key questions here are for the SNP"". He added: ""For Keith Brown to say they are the most transparent in the UK when he didn't even know that the auditors had quit for months I think really demonstrates the real issue. ""The reality is the Labour Party is not the one looking at being unable to file its accounts and therefore not complying with electoral law."" In fairness to Keith Brown, it is true that rival parties in Scotland have been reticent about their membership figures. That may well be in part because they are still dwarfed by the SNP's rank and file, regardless of a recent exodus. But it is just a bit of a stretch to suggest that everything is rosy in the garden. A new treasurer has been parachuted in with the clock running down on efforts to find a new auditor in time to file accounts with the Electoral Commission. Humza Yousaf's attempts at a fresh start have been repeatedly buffeted by events outwith his control, as well as a series of ""did you know about this?"" questions to which the answer is invariably ""no"". The narrative around the leadership style of his predecessor Nicola Sturgeon is fast swinging from ""strong and stable"" to ""closed off and remote"". Mr Brown must recognise some frustration on that front himself - he led a transparency review in 2021 which seems to have been roundly ignored by party bigwigs. And all of that is regardless of the ongoing police investigation, which is the subject of endless speculation at Holyrood - essentially all of it uninformed. Police Scotland launched its Operation Branchform investigation into the SNP's finances in July 2021 after receiving complaints about how more than £600,000 of donations earmarked for independence campaigning were spent. A person who reported concerns to Police Scotland in March 2021 has told the Herald on Sunday there should be an inquiry into how the force ""dragged its feet"" in responding to his complaint. The man, who was not been named, said he had to lodge another complaint in January this year due to a lack of progress. Meanwhile the Sunday Mail and Scottish Mail on Sunday have reported officers are searching for sim cards linked to pay-as-you-go phones as part of the case. Police are also investigating the purchase of jewellery, a fridge-freezer, ""luxury"" pens and designer pots and pans, according to the reports. BBC News has approached Police Scotland about all three reports. The force said it was unable to comment further on the investigation. On reports about pay-as-you-go phones, the SNP said: ""We have no comment on a live police investigation."" Mr Murrell, who is married to former SNP leader and first minister Nicola Sturgeon, was arrested about two weeks ago at the couple's home in Glasgow. He was released without charge pending further inquiries. Officers spent two days searching the house, and also searched the SNP's headquarters in Edinburgh. Mr Beattie was taken into custody and released without charge on Tuesday. Mr Yousaf described his decision to resign as ""the right thing to do"". ",1044,uk,2023-04-23T16:25:25.000Z,https://www.bbc.com/news/uk-scotland-scotland-politics-65365904
Welsh language error in government emergency alert," A UK-wide emergency alert test sent to mobile phones on Sunday included a Welsh language error. For the words ""others safe"", the message read ""eraill yn Vogel"" when it should have been ""eraill yn ddiogel"". ""Vogel"" has no meaning in Welsh, as there is no letter V in the Welsh alphabet. It means bird in German and a ski resort in Slovenia is named Vogel. The UK government blamed a ""technical error"" for the mistake and said this would be rectified in future. The message appeared on the home screens of mobile phones and tablets at 15:00 BST, accompanied by a loud siren-like sound lasting about 10 seconds. Some people reported getting three separate alerts, while others have complained of not receiving one at all. The UK government said the new system is a ""vital tool to keep the public safe in life-threatening emergencies"". It will be used in cases of flooding, wildfires or terror attacks. A UK government spokesperson said: ""A technical error caused one word in the Welsh language version of the emergency test alert to be misspelt. ""The fact that this occurred in a test alert will mean we can rectify it in future."" ",197,uk,2023-04-23T15:44:21.000Z,https://www.bbc.com/news/uk-wales-65368086
"NHS Wales is not functional, says BMA head Iona Collins"," Wales does not have a functioning NHS and people do not have faith in it, claims the head of a doctors' union. Dr Iona Collins, of the British Medical Association in Wales, said people suffering with chest pain ""don't even know"" if an ambulance will come. Latest figures show a higher percentage of people are waiting two years or more for treatment in Wales than England. The Welsh government said it's spending more to help the NHS recover from the pandemic and cut waiting times. One patient who has given up waiting for a hip replacement will travel to Lithuania for treatment on Monday, paying £10,000. Nicky Morris from Aberaman, Rhondda Cynon Taf, waited 18 months before she saw a consultant. She was shocked when she then called her local hospital, the Royal Glamorgan in Llantrisant, for an update and said she was told no orthopaedic operations had been performed there since 2020. Mrs Morris asked: ""'Am I safe to say that in two years' time is when you're going to be catching up?"", and said the person she spoke to could not even say that would be the case. But time is not on Mrs Morris's side, as she has a muscle wasting condition which means delaying the operation could mean she would never be able to walk again. She will go to Lithuania to get the hip operation done privately, which is costing her £10,000 and has meant her partner has had to take out a loan on his house. ""It's going to take me five years to pay off this hip replacement, and yet for 35 years I've paid National Insurance, I've paid my taxes. I've never been out of work, never needed the NHS more than I do now,"" she said. Mrs Morris added: ""If I don't go to Lithuania and I wait for the operation, I've got the potential that my underlying condition will now get to the point where I have no muscle to actually walk. ""If I'm no longer able to have surgery, that's it. My life will be over at 52."" Figures for February show more than 37,000 people are waiting more than two years for treatment in Wales, around 5% of those waiting. That is down from around 60,000 last July, or 8% of the total. But the figures for England are much lower, currently standing at 0.014%. Dr Collins told BBC Politics Wales that despite the fall in numbers, Mrs Morris's case was ""a symptom of failure,"" and the situation was desperate. ""We do not have a functioning service now. People do not have faith in the service,"" she said. ""If you have chest pain you don't even know if an ambulance is necessarily going to come. We see really tragic reports in the press where people arrive too late."" However, Mark Dayan from the health think tank the Nuffield Trust, said there had been some improvement. ""If you look at figures from the last few months, on the one hand there has been some progress in a number of things in waiting times in Wales,"" he said. ""They've actually improved for urgent care, and at the same time the gap for the average person on the waiting list has shrunk with England. ""However, when you compare Wales to Scotland and England, the absolute amount of time that people are waiting is still considerably longer, particularly at the longest end."" On the different figures for the longer waiting lists, he added: ""It's probably true that the health services in England and Scotland have put a particularly aggressive emphasis on cutting off the longer waiters first, and had some success in doing that. ""But it's not indisputably a good thing, because actually there is a really difficult moral choice to make between the person who's been on the list for longest and the person who actually needs care most."" Age Cymru head of policy Heather Ferguson said: ""There is much that can be done to reduce the effects of long waiting times such as clinicians providing their patients with advice on waiting well to help prevent conditions deteriorating. ""We are worried that if older people are forced to wait too long for their procedures that their condition will deteriorate, leading to a loss of self-confidence, and a gradual withdrawal from life."" On the thousands of people waiting more than two years for surgery, Health Minister Eluned Morgan told Politics Wales: ""If you look at the percentage drop, in particular, for those longest waits, we're now 47% down on where we were this time last year. ""Now, we've got a long way to go and what we do know is the way that we count our waiting lists is very different from England."" In April 2022, the Welsh government published a new strategy to reduce the number of people waiting for an NHS operation. The first target around outpatient appointments was missed and it is on course to also miss the second target of eliminating the number of people waiting more than two years in most specialities by March 2023. Asked if the Welsh government needs to revisit its strategy, Ms Morgan replied: ""I think it's very important that we set very stretching targets for the health boards. ""We've galvanised the health boards to really focus on that. They haven't gone as quickly as we'd like, they haven't perhaps prioritised in the way that we hoped in terms of the longest waits and we have regular meetings with them to really push them. ""It took a long time to get started and we're now in a situation where the system is moving through these waiting lists a lot quicker than they were at the start of the process,"" she added. In March, ambulance response times were the second worst on record, with only 47.5% of immediately life-threatening ""red"" calls attended to within the target eight minutes. It was the 32nd month in a row where the target to reach 65% of emergency calls within eight minutes was not met. Ms Morgan said: ""I think what we need to recognise is the massive increase that we've seen in terms of demands on the most urgent cases. We've seen a 93% increase in red calls since 2019. ""80% of those red calls are answered within 15 minutes. Now, that's not our target. ""It's still not good enough and we still need to do better and that's why we're ploughing money in to the Welsh ambulance service,"" she added. On Dr Collins's comments, a Welsh government spokesperson added: ""We are proud of our NHS, the first universal health system of its kind. ""We have committed more than £1bn extra this Senedd term to help the NHS recover from the pandemic and cut waiting times. ""We are working with health boards and have set ambitious but realistic targets to tackle the pandemic backlog for planned care, backed by significant extra long-term funding."" Politics Wales is on BBC One Wales, Sunday 23 April, 14:30 BST ",1168,uk,2023-04-23T12:22:33.000Z,https://www.bbc.com/news/uk-wales-65361431
"Dominic Raab's exit must not lower standards, says deputy PM"," Dominic Raab's replacement as deputy PM has insisted that ministers must be able to demand the ""highest standards"" from civil servants. Oliver Dowden said Mr Raab's exit after a bullying inquiry should not stop ministers holding officials to account. But he distanced himself from claims from Mr Raab that civil servants were frustrating the work of government. And he admitted the process for dealing with complaints needed to be ""fairer"". Mr Raab stood down on Friday after a report written by lawyer Adam Tolley KC found he was ""intimidating"" and ""aggressive"" towards officials. However, he hit out at the report's findings, saying they set ""a very dangerous precedent"" and would have a ""chilling effect"" on how minsters work. He also claimed there was a risk ""a very small minority"" of officials ""with a passive aggressive culture"" were trying to block reforms they did not like. Asked about Mr Raab's comments on the BBC's Sunday with Laura Kuenssberg programme, Mr Dowden said ministers had all ""experienced frustrations"" during their time working with officials in government. But he told the show: ""It has not been my experience working with civil servants that we can't work together in a constructive way. I haven't experienced that."" He added: ""What I would not want to become the outcome of this is there is some kind of diminution in the ability of ministers to expect the highest standards"". He also said that the government wanted to look at the process for how officials can raise complaints about the behaviour or ministers, saying there was a need to make it ""simpler, fairer and less complex"". Meanwhile, a Tory peer who is leading a government review of how the civil service operates has called for a more ""robust culture"" in Whitehall. Writing in the Observer, Lord Francis Maude, a former Cabinet Office minister, raised the prospect of civil servants being able to have more open political affiliations. He said ministers have limited authority to put in place officials of their choice despite relying on them and being accountable for what they do. He suggested that ministers could be given more say about appointments while preserving impartiality. ""The UK is now an outlier, and a better balance needs to be struck,"" he said, adding that without change, ""there will be more cases like Raab's when frustrations boil over"". He said that other governments with similar systems, such as Australia, New Zealand and Canada, ""manage it better than us"". ""In France, permanent civil servants often have overt political affiliations, and it causes few problems,"" he added. Mr Tolley's inquiry looked at eight formal complaints about Mr Raab's behaviour during his previous stints as justice secretary, foreign secretary and Brexit secretary. His report concluded Mr Raab's conduct involved ""an abuse or misuse of power"", and that he ""acted in a manner which was intimidating"" and ""persistently aggressive"" towards officials. The FDA union, which represents civil servants, dismissed Mr Raab's comments that some officials were frustrating the work of government, accused him of peddling ""dangerous conspiracy theories that undermine the impartiality and integrity of the civil service"". On Sunday the Liberal Democrats, who have already called on Mr Raab to step down as an MP, said Prime Minister Rishi Sunak should suspend him as a Conservative MP. ",545,uk,2023-04-23T12:03:28.000Z,https://www.bbc.com/news/uk-politics-65363845
"Emergency alert could be sound that saves your life, says deputy PM"," An emergency alert being tested later could be the sound that ""saves your life"", the UK's deputy prime minister has said. People across the UK will hear a loud alarm on their phones for about 10 seconds on Sunday at 15:00 BST. Oliver Dowden said no action from the public will be needed, although some sporting events and theatre shows will be paused during the test event. The new system will be used in cases of flooding, wildfires or terror attacks. Mr Dowden reassured people they should not be concerned and will be able to ""keep calm and carry on"" with their day after getting the test alert on their 4G and 5G devices. ""It really is the sound that could save your life,"" the new deputy prime minister added. He denied the testing of a new emergency national alert system on Sunday was an example of so-called nanny statism. ""I wouldn't accept that characterisation,"" he told the BBC's Sunday with Laura Kuenssberg programme. He said the test of the system was a ""bit like when the fire alarm goes off at work"". He said: ""It can be a bit inconvenient and annoying. ""I think, in future, people will be grateful that we tested the system and what I would say is that at 3pm, when this siren - which I should say is about the volume of a phone call going off - goes off, you don't need to do anything. ""It is just a test."" He said: ""The government's number one job is to keep people safe and this is another tool in the toolkit for emergency situations, such as flooding or wildfires, and where there is a genuine risk to life. ""So it really is the sound that could save your life. ""I would encourage people to remember that today it is just a test; there is no need to take any action and you can simply swipe it away as you would any other message you receive."" Those who do not wish to receive the alerts will be able to opt out in their device settings, while phones that are off or in aeroplane mode will also not receive one. Ellie Butt, from the domestic abuse charity Refuge, is urging women who feel at risk to disable the alert.She said: ""One in four women will experience domestic abuse in her lifetime... so it's safe to assume that there are a significant number of people that need to know that their safety might be at risk from these alerts, and they can opt out and turn them off."" The test message will say: ""This is a test of Emergency Alerts, a new UK government service that will warn you if there's a life-threatening emergency nearby. ""In a real emergency, follow the instructions in the alert to keep yourself and others safe. ""Visit gov.uk/alerts for more information. ""This is a test. You do not need to take any action."" People will then be prompted to swipe or click the message before being able to continue. The test on St George's Day coincides with major events including the London Marathon and Premier League games between Bournemouth and West Ham, and Newcastle and Tottenham Hotspur, which kick off at 14:00. Organisers of the World Snooker Championship have said they will pause play just before 15:00 at the Crucible in Sheffield and will continue it after the alert. The Society of London Theatre also said it had advised members to tell people to turn off their phones to ""minimise disruption to shows"". West End shows such as Harry Potter And The Cursed Child, Frozen, Mamma Mia! and The Lion King are among those putting on matinees on Sunday. ",617,uk,2023-04-23T11:23:45.000Z,https://www.bbc.com/news/uk-65360576
NHS dentistry crisis: Crowdfunding my new teeth has changed my life," A woman who extracted her own teeth because she couldn't find an NHS dentist says crowdfunding a new set of dentures has transformed her life. On Tuesday afternoon, MPs will question dental experts from NHS England as part of an official inquiry prompted by a BBC investigation into the dentistry crisis. One by one, over several months, Danielle Watts pulled out 13 of her own teeth. For years she had been living with terrible pain and discomfort as a result of chronic gum disease, which meant that her teeth - otherwise healthy and unaffected by decay - were becoming loose and falling out. But Ms Watts, from Bury St Edmunds in Suffolk, found herself in a ""dental desert"" - an area where no dentists offer NHS care - and couldn't afford the thousands of pounds of private treatment needed to fix her teeth. Now, a crowdfunding campaign has helped raise enough money to let her have a set of dentures fitted - meaning she can smile again. ""I've got a mouthful of teeth, which feels amazing,"" Ms Watts says. ""I'm not ashamed any more."" The BBC featured her story last year - when our research revealed the extent to which people across the UK were struggling to access NHS dentistry. The Covid pandemic had left dental practices with severe backlogs of patients needing appointments, and this exacerbated an NHS funding gap which meant dentists had to take on more private work to survive. Our research showed: Following our investigation, the Health and Social Care Committee launched an inquiry into dentistry, and the cross-party committee is due to hear evidence from senior NHS England and government figures on Tuesday. The Department of Health in England says improving NHS access is a priority, and that it has made an extra £50m available ""to help bust the Covid backlogs"" - but tens of thousands of people, like Ms Watts, are still struggling to find an NHS dentist. Last August, she described how she no longer smiled at people and had stopped going out and socialising. ""I won't go out and meet new people. I avoid crowded situations. I walk with my head down all the time,"" she told us. Describing herself as ""quite a happy, smiley person"", she said she would hang her head to hide her mouth when she laughed in front of people, ""because I know what they're seeing"". At the time, Ms Watts's despair was striking. ""I'm 42 years old and I can't eat and drink. I'm on painkillers every day. I'm not a 90-year-old woman. This shouldn't be happening to me now,"" she said. Not only was eating increasingly difficult, but her damaged gums were also at risk of infection. In fact, late last year she was hospitalised for three weeks after one such infection got out of control. But following our report, a friend persuaded her to set up a crowdfunding page to see if they could raise the money to get her teeth fixed. It raised about £2,500, which - along with some funds raised by her mother's church - was enough to get Ms Watts fitted with a set of dentures. She says the kindness of strangers has completely transformed her life. ""I'm in no pain at all, there is no bleeding, my teeth are all facing the same way,"" she says. ""I don't have to hide anymore. To be able to talk to somebody face-on, to be able to smile at somebody, is something I haven't done for several years."" Disappearing dentists Some people are going to extraordinary measures to do DIY dentistry as they struggle to find affordable dental care. Are we witnessing the death of NHS dentistry? Watch now on BBC iPlayer (UK Only) Ms Watts knows she is extremely lucky - and that not everyone will be able to benefit from the sort of crowdfunding campaign that helped her. ""Part of me feels bad because there are so many people who are in my position, but they haven't had that help - so I feel very guilty as well as being incredibly grateful."" She says she feels especially privileged because people donated money during a cost-of-living crisis. ""People still put their hands in their pockets and gave what they could - it's absolutely massive."" ",712,health,2023-04-25T01:27:05.000Z,https://www.bbc.com/news/health-65336571
Photo exhibition chronicles the cost of dying," The cost of dying for those already facing financial pressure is the subject of a new photo exhibition. Terminally-ill patients allowed award-winning photographer Margaret Mitchell to chronicle their final weeks alive. The subjects and their loved ones also recorded their struggles as they navigated money worries and illness. The free exhibition, which has just opened at the University of Glasgow, is the culmination of a four-year study into end-of-life financial pressures. The aim was to allow participants to tell their own story in words and images. Stacey, 39,  lived with a rare hereditary genetic condition called Li-Fraumeni syndrome, which makes a person susceptible to developing cancer. She lived with her partner and her mother in a one-bedroom high-rise flat in Glasgow. Taxi fares for medical treatment were a burden. ""I'm in the health centre for blood Monday, that's £20. Then to get injections Tuesday - £25. Then to see my surgeon on Thursday at the hospital -£20,"" she described. Stacey's partner Joost took unpaid leave from his job to care for Stacey and said they struggled financially. He told BBC Scotland: ""In the last month at home, it was three people in one house and that was crowded. ""Stacey's mum had to sleep in the living room on a couch and we had the bed."" Stacey died recently. A love for fashion and dress-making allowed Liz to create a haven where she felt comfortable. She knew her own flat was not perfect. Her photographs document the black mould in her bedroom and a leaky ceiling. She knew people might see it as ""cluttered"" but it was home to her. Following a diagnosis of terminal lung cancer, Liz struggled to get support. She was estranged from her family and lived alone. She had a partner but they did not live together as she faced her own health issues. She visited charity, vintage clothes shops and the Mitchell library, partly for warmth but also for conversation. Her religious faith also provided solace. ""I've survived with using the radio. When I can't get to church, I listen to this,"" she explained in handwritten notes. In her final days, faced with reductions in her care package due to staff shortages, she accepted a hospice bed. For army veteran Max, remaining at home for the end of his life was a priority. He had experienced homelessness and struggled with institutions. He wanted to be in his local community with friends and his dog, Lily. ""I prefer being at home. No one wants to be in a hospital. I want to do my own thing,"" he said. His home was unfit for his needs, with four sets of stairs and a bath he could not climb into. He was moved into a hospice by concerned carers but before long Max made ""a great escape"", according to his friends. ""He did a runner from the hospice basically to get back to his dog,"" they recalled. With their help and support from his care team, Max was able to stay at home with Lily until the last week of his life. Having grown up in the city, 64-year-old Margaret attributed her cancer diagnosis to pollution. She had lived on a busy road and worked above a bus station for years. She said: ""We went to school in the peasouper. You were all holding onto each other, it was so thick. You couldn't see anything"". Margaret left home aged 16 and worked throughout her life. Following her diagnosis, her main concern was making sure her teenage daughter was financially taken care of when she was gone. With the help of a hospice social worker, Margaret tried to check which benefits she would be eligible for.  She was upset when she discovered she would not be able to access her pension. ""I've never claimed unemployment benefits, ever. Talking about national insurance stamps, I'm fully booked up. I'm going to lose my old-age pension which I never, ever received"". When 53-year-old Andy arrived at the hospice, he was concerned about naming his estranged family in his admission forms in case they were left burdened with his funeral costs. His diagnosis of throat cancer made it hard for him to communicate. He was very sick and ""simply wanted to die"". Hospice staff were able to help Andy reunite with his family - his daughter and a granddaughter he never knew he had. The photos that Andy contributed to the exhibition show bags of food his daughter brought him in the hospice. Photographer Margaret Mitchell noticed a jar with sticky notes by his bedside. Andy explained that he was writing notes to leave to his granddaughter when he was gone. The Cost of Dying exhibition is the culmination of a four-year University of Glasgow study, called Dying in the Margins. By 2040, it is estimated that up to 10,000 more people than now, will be dying with end-of-life support needs in Scotland. Researcher Dr Naomi Richards said: ""We worked very intimately and closely with our research participants to try to get a  sense of their lives - things that give them meaning and the struggles they are having because they are experiencing financial hardship and deprivation."" Participants told of struggles with income as they were unable to work. Common themes were costs of travel for medical care, utility bills as they spent more time at home and worries about funeral costs. ""The participants were all given cameras and were asked to document through photographs the things that were important to them and the struggles they were having,"" she said. Professional photographer Margaret Mitchell was also asked to create a body of work reflecting their stories and emotions. ""It was a really challenging project but at the same time that's really rewarding because you feel like you're going to perhaps make a form of legacy for them,"" she said. ""When people come along to see it, hopefully it's a way of entering peoples lives and trying to understand the situations that they're in at this time and also some of the issues that are being raised by that."" The Cost of Dying exhibition runs from 25 April to 5 May, open to visitors from 9:00 am to 17:00 and on Saturday from10:00 to 16:00 at the Advanced Research Centre (ARC) at The University of Glasgow ",1051,uk,2023-04-24T22:14:53.000Z,https://www.bbc.com/news/uk-scotland-65354687
