Title,Content,Number of Words,Category,Date Published,Link
"Polite Society review: This explosive, action-packed delight recalls Scott Pilgrim, Kill Bill, Get Out and The Matrix", ,383,20230424,2023-04-24T16:27:14.000Z,https://www.bbc.com/culture/article/20230424-polite-society-review-action-comedy-get-out-the-matrix
Why some people wake up unable to move, ,383,20230420,2023-04-24T16:27:14.000Z,https://www.bbc.com/future/article/20230420-the-nightmares-that-paralyse-you-in-your-sleep
Hustle culture: Is this the end of rise-and-grind?, ,383,20230417,2023-04-24T16:27:14.000Z,https://www.bbc.com/worklife/article/20230417-hustle-culture-is-this-the-end-of-rise-and-grind
Why Cornwall is resurrecting its indigenous language, ,383,20230423,2023-04-24T16:27:14.000Z,https://www.bbc.com/travel/article/20230423-why-cornwall-is-resurrecting-its-indigenous-language
Beyoncé and Ronaldo among those to lose Twitter blue check in purge," What do Beyoncé and Cristiano Ronaldo have in common? As of today, they are no longer verified on Twitter. The social media giant began removing the once-coveted blue tick verification from thousands of accounts on Thursday. The move comes as owner Elon Musk attempts to overhaul the social media company to turn a profit. Users who wish to retain the check beside their name must pay $84 a year (£67) to subscribe to Twitter Blue. As some lost their ticks, others kept them. Despite saying he would not pay to be verified, LeBron James still has a blue tick which is a ""complimentary subscription"" gifted by Elon Musk. The billionaire confirmed Stephen King and William Shatner also got the same deal. As the change happened, many formerly verified took to Twitter to joke about it, or mourn the loss. US Olympian Lolo Jones noted she's still verified where it counts: her dating profile. Other users noted the irony that actor Jason Sudeikis had lost his verification, while Ted Lasso, the fictional character he portrays, had not. US rapper Ice T joked that the uproar over the checks was unnecessary. ""The fact that we're even discussing Blue check marks is a Sad moment in society,"" he posted. The company first introduced the verification feature in 2009, after a former professional baseball player sued the social media giant over imposter accounts. The blue check became a status symbol and a sign of authority. But in the new Twitter-verse, Mr Musk wants users to pay to be verified. The decision to monetise verification could usher in a massive cultural and power shift on the platform. In the days before verification, Kanye West, Shaq and Ewan McGregor were among the first celebrities to  speak out about being impersonated on Twitter. Now that the badges are gone, a celebrity's follower count may become the only way to tell the difference between someone famous and an imposter. Within a few hours of losing verification, an account posing as Hillary Clinton, complete with the same profile picture as the former US senator, ""announced"" she would again run for the presidency. Under Twitter's new verification scheme, gold, grey and blue badges are meant to provide more context to how an account was verified. But the lack of verification is already causing confusion. In New York City, a new handle has claimed to be the ""authentic Twitter account"" representing the government. Experts warn these are the kind of tweets that could lead to the spread of misinformation. Mr Musk has tried to frame the decision to do away with verification as a way to democratise content on the site. But critics have argued the move will amplify disinformation as Twitter Blue subscribers will get prioritised rankings - Mr Musk has said that only verified accounts will appear in the site's prominent For You stream. Social media monitors and experts fear the rise in paid verification will lead to an amplification of misinformation on the site. If that were to happen, it could scare off yet more advertisers - and undermine any extra revenue Twitter is getting from its verification subscription model. But Mr Musk said pain is a part of change. ""I feel like we're headed to a good place,"" he told BBC News. ""Overall, I think the trend is very good."" Additional reporting by Shiona McCallum. ",558,technology,2023-04-20T23:31:22.000Z,https://www.bbc.com/news/technology-65344010
Buzzfeed News to close as media firm cuts jobs," Buzzfeed is to close its news site and cut its workforce by 15%, chief executive Jonah Peretti has said. It comes as the digital media company faces serious financial challenges, including a slump in advertising spending. Calling the decisions ""deeply painful"", Mr Peretti said he could not invest more in the unprofitable news site. He said the firm would focus on delivering news via the HuffPost, which Buzzfeed took over two years ago. ""Our industry is hurting and ready to be reborn,"" he said in a memo to staff. ""We are taking great pains today, and will begin to fight our way to a bright future."" Founded in 2006, Buzzfeed was once one of the trendiest names in online media, known for its quizzes and viral content, as well as a serious news operation. But the firm, which employed more than 1,300 people globally at the end of last year, has shifted away from news, as bringing in ad revenue and audiences became more difficult and other lines of business, such as producing custom content, grew more quickly. It listed on the stock exchange in 2021, but raised far less money than it had hoped. ""While layoffs are occurring across nearly every division, we've determined that the company can no longer continue to fund BuzzFeed News as a standalone organization,"" Mr Peretti wrote to staff. Many other advertising-reliant companies, including media firms and tech giants such as Facebook's owner Meta, have been making job cuts in recent months, while investors have been forced to reassess the values of upstart news ventures such as Vice News and Vox Media. News company Insider also revealed plans on Thursday to reduce its workforce by 10% or about 95 jobs. Mr Peretti said his company, which will continue to operate HuffPost, its food brand Tasty, Complex Networks, and its namesake website, had faced wider challenges but he also blamed himself. He said he had been ""slow to accept"" the difficulties of making money from online news with distribution dominated by big tech platforms. The firm should have generated more revenue after acquiring Complex in 2021, which runs the music site Complex and other brands, he added. ""I could have managed these changes better as the CEO of this company and our leadership team could have performed better despite these circumstances."" he said. In her own memo to staff, parts of which she shared on social media, Buzzfeed News editor-in-chief Karolina Waclawiak said the company should have tried to build a business around its news site earlier, describing the closure as ""avoidable"". She said the failure was indicative of a wider crisis in journalism and she feared the results if subscription-based news models were the only ones that survive. ""The implication is that only people who can afford to pay for it will have access to high quality information while everyone else will need to parse through the rampant misinformation that is widely shared across social platforms,"" she wrote. ""The consequences of this are dire."" Buzzfeed had already announced several rounds of layoffs in recent years, including one in December that affected roughly 170 people or 12% of staff. The latest cuts involve about 180 jobs. Buzzfeed said it expected to incur $7m (£5.6m) - $11m (£8.8m) in severance and other charges connected to the move. Some of the news staff may find roles in other parts of the firm, the company said. Shares fell 20% on Thursday on the news, reducing Buzzfeed's market value to about $100m (£80m) - a fraction of the more than $1.5bn (£1.2bn) valuation investors were reportedly discussing just two years ago. ",602,,2023-04-20T18:35:36.000Z,https://www.bbc.com/news/65341450
The tech entrepreneur betting he can get younger," Our ultimate demise is inevitable, but a growing number of experts believe how we feel in our later years may not be. They talk of ""healthspans"" - the number of healthy years of our lives. Life expectancy may have doubled over the last 150 years, but many of us have seen the undignified and devastating decline of our loved ones as they aged. To avoid that fate a new industry is emerging, promising a longevity revolution with techniques they say lead to healthier, longer lives. Business is booming for those in this space, with supplements being touted as having the ability to battle our cellular decline, and all sorts of hot and cold therapies trying to help us reduce inflammation and disease risk in our bodies. So I set out on a trip to the centre of it all, California, unsure as to whether I was arriving at the heart of a money-spinning cult, or the next frontier of medicine. Tech entrepreneur Bryan Johnson is spending millions a year trying to reduce his biological age - how old his body seems, rather than his actual chronological age, which is 45. There's a good reason for any of us to do this. Age is the highest risk factor for disease, whether it's cancer, type 2 diabetes, heart disease, or dementia, so if ageing as a whole could be delayed, then so could the risk of onset of these conditions. For him though, it's a sport. In Mr Johnson's luxurious Venice Beach home, a bedroom has been converted into a clinic where he spends many hours. He wakes at 5am, eating his first meal an hour later, followed by a second, and final one at 11am. This, combined with a forensically selected 54 pills, a mix of supplements and off-label medication, are all planned based on readings from a catalogue of tests. His days consist of a torturous exercise regime, monitoring and numerous treatments. He told me the all-over skin laser treatment he's been having has reduced his skin age by 22 years, the greatest age reduction in any part of his body. The aesthetics are just a small part of it all though, as he reminds me ""our skin is our biggest organ"". Mr Johnson was warm, logical and likeable. I left his house wanting to be (a bit) like him. Maybe I am already - I run 5km a day, try to avoid sugar, and test extreme tracking devices for fun. My colleagues considered Mr Johnson's existence joyless, so his life is clearly not for everyone. While his routine might seem extreme, every conversation I had still came back to lifestyle. ""Lifestyle is responsible for about 93% of your longevity - only about 7% is genetics,"" says Eric Verdin, chief executive of The Buck Institute for Ageing Research. ""Based on the data [if we live healthily], I would predict that most people could live to 95 in good health. So there's 15 to 17 [extra] years of healthy life that is up for grabs for all of us,"" he told me. The big question, which Mr Verdin and others are investigating, is what does a healthy lifestyle mean? Take exercise for example - should that be a daily stroll, or a HIIT class? The same goes for healthy eating. Is fasting as important as avoiding sugar? And what about a good night's sleep? You can't underestimate the obsession with sleep I came across. I met many people setting their alarms not to wake up in the morning, but to remind them to go to bed on time for a full eight hours. Well, we all set the bar at different levels. Mr Verdin practises what he preaches, his regime consisting of ""a whole lot of exercise, some fasting, good sleep, lots of social connections, very little alcohol"". His suggestion for others? ""Try to spend at least 14 hours of your 24 hours without ingesting any calories as this has a profound effect on your metabolism."" The jury is out on how healthy this is for some women though. Keeping better track of our bodies as they age might help. Health risks could be flagged in advance and any new drugs could be applied just at the right time. Make it personalised, make it pre-emptive, make it better is the mantra. It was interesting to see that pretty much all of those working in longevity science wear more than one tracker themselves - commonly a smartwatch and a smart ring (way more convenient for sleep I can tell you - and these people are obsessed with prioritising sleep). More technology of business: For my part I've found health tracking illuminating. I am not diabetic, but have been fascinated by the findings of a continuous glucose monitor I wore for a while. The assumption is progress on longevity will come, albeit in a less sensational form than some may be hoping for. Experts suggest that a drug might emerge that will initially make a year or two's difference, then a few years more with the next generation, and so on. But along with such progress will come practical and ethical dilemmas. One fundamental question is whether ageing can be defined as a disease. This might simplify the approval of drugs by regulators, but risks labelling people over a certain age ""diseased"". The cost of such treatments may or may not (for developed medical systems anyway) be an issue, depending on what it turns out to be. Meanwhile, a healthier life is likely to lead to a few extra years of existence, so we may need to work longer. On my longevity learning mission, my expectations were upturned. I'd seen the sensationalist headlines, suggesting tech billionaires lounging on their yachts, deliberating over whether they fancied saving the world, going to space, or ""curing"" ageing. This wasn't the reality I saw. The wealthy have been giving money to medical research for years. This is just a new generation of wealth, and a potential new specialism of medicine. Plus it's really interesting, and affects us all. But right now, extending your healthspan involves hard work. As Silicon Valley-based journalist Danny Fortson put it: ""Exercise is hard, magic pills are easy, so that's why everyone is so excited about the pill."" So I returned home feeling more determined than ever to live my healthiest life - sleep better, exercise without excuse, eat well, cherish social connections (yes, this was on the longevity prescription). With a bit of luck that might buy me enough time to benefit from any scientific breakthroughs. ",1094,business,2023-04-20T23:01:42.000Z,https://www.bbc.com/news/business-65238774
How LinkedIn is changing and why some are not happy," Social media is where we project a version of ourselves. And a pensive Dan Kelsall is nothing like his rowdy character on LinkedIn, the social media platform famously tagged ""Facebook for suits"". In the online world the co-founder of Manchester marketing firm Offended makes sure his business lives up to its name. His posts stick out for the prevalence of profanity and no holds barred humour. Offended specialises in guerrilla marketing, turning the world of corporate messaging and polished branding upside down. As the irreverent Mr Kelsall puts it: ""We don't just get our own ads banned, we get ads banned for our clients too."" With 900 million of the world's professionals registering their personal CV and career attainments on the site, LinkedIn has become a valuable resource for head-hunters and human resources departments. But over the last three years or so, this once staid community billboard of career updates and business launches has seen a change in tone. Many posts have become more personal, featuring the emotional backstories of its members with accounts of childhood influences and admissions of failings and frailties. This is a far cry from the hard-sell approach beloved of many corporate players and not everyone is happy. Critics murmur that these posts are more suited to the weekend musings of Facebook or the raucous tone of Twitter. So what has triggered this change? According to Mr Kelsall, boredom with corporate marketing is one culprit. It's hard to imagine, but Mr Kelsall once worked as a copywriter for a tax software firm, producing ""some of the driest things I've written"". He may not have enjoyed this time, but it did give him an insight into what pulls in readers. ""Consumers are less and less trusting of big brands. People are tired of boring marketing. ""The skill is to speak like your audience and be relatable to your audience. I've been on LinkedIn for seven years and I've got 66,000 followers. That's a really engaged audience."" Parry Headrick founded Massachusetts public relations business Crackle. He attributes his entire client base to introductions via LinkedIn. There his followers learn about his penurious childhood and his own children's lives. It's not to everyone's taste, though. One LinkedIn user responded to his disclosures with: ""Nice story. It doesn't belong on LinkedIn."" Mr Headrick disagrees. ""Engagement is about telling a compelling story. Your parents didn't read you a press release at bedtime, they read you stories. I try to give an insight into who I am if you work with me."" He is scathing about the effort businesses put into ""company pages on LinkedIn that get no engagement"", pointing out that human tales work. ""It's the personal element that engenders trust."" Mr Headrick sees his personal pronouncements as ""part of a broader shift away from corporate speak"". So what changed to make businesses so informal? Azadeh Williams thinks she knows. Speaking from the Sydney offices of her media and marketing company, AZK Media, she explains why she shares updates about her six-year-old daughter. ""I was a journalist for 20 years and I can spot marketing rigmarole and a contrived script. You have to be your crude, authentic self to attract your audience."" She wouldn't have posted this material a few years ago, but with the pandemic Zoom meetings intruded into the domestic space. This has changed everything. ""Before Covid families didn't exist for your work colleagues. Now they've seen the families and it makes us more interesting."" She believes that while LinkedIn has evolved from being the home of CVs, many users retain the mindset that it's just a digital job interview. Douglas Rode runs recruitment giant Page Group in the UK and Ireland. As LinkedIn is such an important tool in his world how does he view its new incarnation? ""Even five years ago people didn't open up so much. Now there's greater awareness of people's vulnerabilities such as mental health and LinkedIn has magnified this."" As a job-hunting expert would he advise someone to bare their soul there? His response is very qualified. ""It's a matter of individual choice. You are putting yourself out there so a future employer can see you. You're trying to get a balance and you want to sound human, not generic or automated."" Others are more pointed. Tom Skinner, of London marketing agency Go Up, fears LinkedIn's new emotional tone is merely a symptom of celebrity culture and ""a society that celebrates people who can self-publicise above all else"". LinkedIn has a 200-strong team working on stories primed to attract attention and involvement, all grist to the mill of recruiting companies that pay it for the right to scour the CVs of its members. Dan Roth, Editor in Chief at LinkedIn, denies cultivating controversy to pull in readers. ""We use algorithms to determine the right content for you but we do not steer people in one direction."" He too credits the pandemic with the shift in attitudes. ""People found they got remarkable feedback when they talked about their mental health."" He sets great store by LinkedIn users being identifiable in contrast to anonymous contributions on Twitter. Yet despite this public profile many members are unaware of how cringeworthy their stories can be. More technology of business: Braden Wallake rushed to LinkedIn when he made two staff at his Ohio company redundant in August 2022, boasting of how ""vulnerable"" he felt when making this decision. He even adorned the post with a tearful selfie. The first response to his post was a single word. ""Muppet."" Furthermore, he was rewarded with the online title, The Crying CEO, and became the poster boy for what behavioural insights expert Helen Jambunathan calls the ""LinkedIn cringe"". Ms Jambunathan says LinkedIn's algorithms reward posts that provoke engagement, even if this dilutes its recruitment industry origins. ""LinkedIn is becoming more personal and generalised, and less about 'work' as we know it."" This trend comes from the top. Research group Kekst CNC analysed the LinkedIn profiles of chief executives across the UK, US, Germany and Sweden, noting that 77% of them post personal content. Maybe the ""Facebook for suits"" is fine with its new knockabout tone. And the louder the criticism, the more people listen. Back in Manchester Mr Kelsall is relaxed about making the odd enemy. ""Sometimes you need detractors as much as you need fans."" ",1055,business,2023-04-17T23:05:19.000Z,https://www.bbc.com/news/business-65123115
US savers get savvy ditching and switching banks," A wave of transfers is hitting US banks, as a sharp rise in interest rates after years of low borrowing costs creates more opportunity for savers - and new challenges for banks. Until recently, Claire, a software engineer, stashed all her money in a chequing account she had opened years ago as a university student. She let thousands of dollars build up there despite its paltry interest rate. The prospect of earning 4% or more shook her out of her complacency. This month, she transferred $20,000 (£16,000) to a different bank offering a higher interest rate. ""I never paid attention. I just left my money in the account,"" says the 26-year-old, who lives in Massachusetts and credits a personal finance podcast with alerting her to better options. ""I don't want my money to just sit in one place. I want to make the most out of it."" Banks have paid notoriously low rates on savings for years - something that has yet to change at many of the biggest firms, despite the US central bank hiking its benchmark rate from near zero to more than 4.75% in just a year. But there are signs that the sharp climb may be starting to shake up the status quo - unsettling a financial system accustomed to relying on low-cost deposits as a key source of funding and profits. ""It's a competitive market,"" Jeremy Barnum, chief financial officer of JPMorgan Chase told investors on Friday, as the firm reported that average deposits had fallen 8% from a year ago. Roughly 30% of US bank customers moved money from their primary account to another bank in March, up from 27% in the previous year, according to a survey by consumer intelligence firm JD Power. A third said they were making the switch for higher rates, up from a quarter a year earlier. That's a ""slow climb"", says Paul McAdam, JD Power's senior director of banking. ""But extrapolate this across millions of consumers and it makes a difference."" Questions about how banks will handle the change sharpened last month after the US was hit by the two biggest bank failures since the 2008 financial crisis. In the weeks following the collapse of Silicon Valley Bank and Signature Bank, billions of dollars in deposits shifted hands, jolting a system accustomed to savings serving as a stable source of funding. While that rush appears to have subsided, many banks say they expect consumers to continue to hunt for the best deals, as online banking makes shifting funds easier than ever and rapid price inflation makes people unusually sensitive to erosion in the power of their savings. ""Consumers are more aware of how their returns stack up against the loss of buying power,"" says Greg McBride, chief financial analyst at Bankrate.com, which has tracked interest rates offered to consumers for decades. ""They have taken notice of the higher returns available at some banks and not others and have moved their savings accordingly."" Many people, like Claire, are switching allegiances to open new high-yield or money market savings accounts, which can pay interest rates of 3.5% or more, compared to the 0.24% average interest rate on a traditional savings account, according to data collected by Bankrate. Others are shifting their money out of banks entirely, opting for other kinds of investments, such as US government bonds or money market mutual funds, which buy relatively low-risk short-term government and corporate debt and can offer rates north of 4.5%, but offered little advantage over a savings account when interest rates were low. The moves led deposits held by banks in the US to fall last year for the first time in decades, dropping more than $200bn at the end of December from a year earlier, according to data from the Federal Reserve. Fitch expects deposits to decline by another $1.6 trillion this year. ""Banks and policymakers were ready for the deposit outflows that were happening through February. What is definitely the case now is we have increased uncertainty as to whether outflows will turn out to be bigger than historical norms,"" says Alexi Savov, professor of finance at New York University's Stern School of Business. The decline in deposits so far is still consistent with what typically happens when interest rates rise. Overall, the banking system remains flush with cash, reflecting the unprecedented surge in deposits during the pandemic, as savings rates increased and government assistance programmes fattened people's accounts. But worries abound about what lies ahead for the economy as the funds available for lending shrink. Analysts say some banks, especially the biggest, can afford to lose some of their outsize deposits, without a major hit to profit or activity. But Prof Savov says the outflows will put pressure on others, especially smaller regional firms, squeezing profits and leading them to pull back their lending - with potentially serious ramifications for local economies and some business sectors, such as commercial property, where regional banks play a big role. The recent bank failures caused a sharp acceleration in outflows from those smaller players, he notes. ""It creates a much bigger risk of a bumpy landing, potentially a recession,"" Prof Savov says. ""It's just such a live ball."" The growth of money market funds, which saw their holdings surge in the weeks after the banking crisis, has sharpened the removal of money from the economy, since the funds do not play a direct role in lending, while having the option of parking their holdings with the US central bank, says Steven Kelly, senior research associate at the Yale School of Management's programme on financial stability Their growth also risks making the financial system more unstable, since the firms in charge of such investments are quick to flee at signs of trouble, unlike everyday depositors, who can count on the government to guarantee accounts up to $250,000, he adds. ""An insured depositor maybe won't run at the first sign of bad news,"" he says, but a money market fund is likely to ""just disappear overnight"". If the economy encounters serious problems, the US central bank is expected to cut rates - a scenario many investors see as happening sooner following the bank panic. That means the reshuffling of deposits, as people like Claire seek more for their savings, could prove short-lived too. ",1049,business,2023-04-15T23:48:16.000Z,https://www.bbc.com/news/business-65180130
How drones could be the future of Indian farming, ,1049,world,2023-04-15T23:48:16.000Z,https://www.bbc.com/news/world-asia-india-64248510
CEO Secrets: Boxing boss reveals his punishing routine, ,1049,business,2023-04-15T23:48:16.000Z,https://www.bbc.com/news/business-64225024
Cost of living: 'I want to be prepared for any eventuality', ,1049,business,2023-04-15T23:48:16.000Z,https://www.bbc.com/news/business-63958634
Meet the designers with learning disabilities, ,1049,stories,2023-04-15T23:48:16.000Z,https://www.bbc.com/news/stories-63412071
Why inflation is so high - and your other questions answered, ,1049,business,2023-04-15T23:48:16.000Z,https://www.bbc.com/news/business-63294041
BBC News Technology of Business, ,1049,business,2023-04-15T23:48:16.000Z,http://www.bbc.co.uk/news/business-11428889
BBC News CEO Secrets, ,1049,business,2023-04-15T23:48:16.000Z,https://www.bbc.co.uk/news/business-33712313
BBC News Global Trade, ,1049,business,2023-04-15T23:48:16.000Z,http://www.bbc.co.uk/news/business-38507481
BBC News New Tech Economy, ,1049,business,2023-04-15T23:48:16.000Z,https://www.bbc.co.uk/news/business-15521824
Global cost of living, ,1049,,2023-04-15T23:48:16.000Z,https://www.bbc.co.uk/news/topics/cq0jeeeqmndt
